[RC]                             Taxonomy                                                                             Genus	[RC]                                                          -----                                                          -----                                             Species	[RC]      -----       -----        HOT 1	[RC]   current               -----                 -----      Group	Sorting Named Unnamed Phylotype	[RC]       -----  Phylo order 	Export                   [RC]                                   -----                            RNA filename current master including all on >=14.5	[RC]                        -----              HOMD Ref seq 16S Accession Nos	BLAST Ref Seq	 Taxon Ref	Culti-vated	Culti-vated no genome	Name for LPSN                                                    https://lpsn.dsmz.de/	Exception	Name for NCBI                          https://www.ncbi.nlm.nih.gov/nuccore/?term=              https://www.ncbi.nlm.nih.gov/protein/?term=	Ecveption	Reference sequence for Unnamed	Genome	Note
Gardnerella	vaginalis	_829	Named	Named	948.0	829_4095	EF194095	1	1	1	0	species/gardnerella-vaginalis	0	"""Gardnerella+vaginalis"""	0	z		
Gemella	bergeri	_555	Named	Named	786.0	555_5050	AY005050	1	1	1	0	species/gemella-bergeri	0	"""Gemella+bergeri"""	0	z		
Gemella	haemolysans	_626	Named	Named	784.0	626_4326	L14326	1	1	1	0	species/gemella-haemolysans	0	"""Gemella+haemolysans"""	0	z		
Gemella	morbillorum	_046	Named	Named	782.0	046_3366	Y13366	1	1	1	0	species/gemella-morbillorum	0	"""Gemella+morbillorum"""	0	z		
Gemella	sanguinis	_757	Named	Named	785.0	757C24KA	AY005051	1	1	1	0	species/gemella-sanguinis	0	"""Gemella+sanguinis"""	0	z		
Granulicatella	adiacens	_534	Named	Named	721.0	534_0540	D50540	1	1	1	0	species/granulicatella-adiacens	0	"""Granulicatella+adiacens"""	0	z		
Granulicatella	elegans	_596	Named	Named	724.0	596_5408	Y15408	1	1	1	0	species/granulicatella-elegans	0	"""Granulicatella+elegans"""	0	z		
Haematobacter	missouriensis	_316	Named	Named	141.0	316N134A	NR_043734	1	1	1	0	species/haematobacter-missouriensis	0	"""Haematobacter+missouriensis"""	0	z		
Haemophilus	aegyptius	_535	Named	Named	19.0	535_5044	M75044	1	1	1	0	species/haemophilus-aegyptius	0	"""Haemophilus+aegyptius"""	0	z		
Haemophilus	ducreyi	_821	Named	Named	33.0	821_3483	AY513483	1	1	1	0	species/haemophilus-ducreyi	0	"""Haemophilus+ducreyi"""	0	z		
Haemophilus	haemolyticus	_851	Named	Named	17.0	851F0397	HM596277	1	1	1	0	species/haemophilus-haemolyticus	0	"""Haemophilus+haemolyticus"""	0	z		
Haemophilus	influenzae	_641	Named	Named	21.0	641_5019	M35019	1	1	1	0	species/haemophilus-influenzae	0	"""Haemophilus+influenzae"""	0	z		
Haemophilus	parahaemolyticus	_945	Named	Named	31.0	945_5384	LK985384	1	1	1	0	species/haemophilus-parahaemolyticus	0	"""Haemophilus+parahaemolyticus"""	0	z		
Haemophilus	parainfluenzae	_718	Named	Named	25.0	718_3530	EU083530	1	1	1	0	species/haemophilus-parainfluenzae	0	"""Haemophilus+parainfluenzae"""	0	z		
Haemophilus	paraphrohaemolyticus	_035	Named	Named	30.0	035_8142	NR_118142	1	1	1	0	species/haemophilus-paraphrohaemolyticus	0	"""Haemophilus+paraphrohaemolyticus"""	0	z		
Haemophilus	pittmaniae	_946	Named	Named	28.0	946_0755	AJ290755	1	1	1	0	species/haemophilus-pittmaniae	0	"""Haemophilus+pittmaniae"""	0	z		
Haemophilus	sputorum	_944	Named	Named	27.0	944_6642	JF506642	1	1	1	0	species/haemophilus-sputorum	0	"""Haemophilus+sputorum"""	0	z		
Helicobacter	pylori	_812	Named	Named	169.0	812_8157	M88157	1	1	1	0	species/helicobacter-pylori	0	"""Helicobacter+pylori"""	0	z		
Janibacter	indicus	_339	Named	Named	911.0	339N140A	NR_134061	1	1	1	0	species/janibacter-indicus	0	"""Janibacter+indicus"""	0	z		
Jeotgalicoccus	huakuii	_243	Named	Named	781.0	243N119A	NR_116550	1	1	1	1	species/jeotgalicoccus-huakuii	0	"""Jeotgalicoccus+huakuii"""	0	z		
Johnsonella	ignava	_635	Named	Named	473.0	635_7152	X87152	1	1	1	0	species/johnsonella-ignava	0	"""Johnsonella+ignava"""	0	z		
Jonquetella	anthropi	_777	Named	Named	972.0	777_1216	AF481216	1	1	1	0	species/jonquetella-anthropi	0	"""Jonquetella+anthropi"""	0	z		
Kingella	denitrificans	_582	Named	Named	105.0	582_6166	L06166	1	1	1	0	species/kingella-denitrificans	0	"""Kingella+denitrificans"""	0	z		
Kingella	kingae	_646	Named	Named	91.0	646_1999	AY551999	1	1	1	0	species/kingella-kingae	0	"""Kingella+kingae"""	0	z		
Kingella	oralis	_706	Named	Named	93.0	706_6164	L06164	1	1	1	0	species/kingella-oralis	0	"""Kingella+oralis"""	0	z		
Klebsiella	aerogenes	_153	Named	Named	37.0	153N098A	NR_102493	1	1	1	0	species/klebsiella-aerogenes	0	"""Klebsiella+aerogenes"""	0	z		
Klebsiella	pneumoniae	_731	Named	Named	34.0	731_7657	Y17657	1	1	1	0	species/klebsiella-pneumoniae	0	"""Klebsiella+pneumoniae"""	0	z		
Kluyvera	ascorbata	_865	Named	Named	40.0	865_6566	AF176566	1	1	1	0	species/kluyvera-ascorbata	0	"""Kluyvera+ascorbata"""	0	z		
Kocuria	palustris	_084	Named	Named	922.0	084N058A	NR_026451	1	1	1	0	species/kocuria-palustris	0	"""Kocuria+palustris"""	0	z		
Kocuria	rhizophila	_197	Named	Named	920.0	197N059A	NR_026452	1	1	1	0	species/kocuria-rhizophila	0	"""Kocuria+rhizophila"""	0	z		
Kytococcus	sedentarius	_855	Named	Named	914.0	855_7359	AJ717359	1	1	1	0	species/kytococcus-sedentarius	0	"""Kytococcus+sedentarius"""	0	z		
Lachnoanaerobaculum	orale	_082	Named	Named	464.0	082BE088	AF385552	1	1	1	0	species/lachnoanaerobaculum-orale	0	"""Lachnoanaerobaculum+orale"""	0	z		
Lachnoanaerobaculum	saburreum	_494	Named	Named	466.0	494IR009	AY349376	1	1	1	0	species/lachnoanaerobaculum-saburreum	0	"""Lachnoanaerobaculum+saburreum"""	0	z		
Lachnoanaerobaculum	umeaense	_107	Named	Named	468.0	107F0167	tbd	1	1	1	0	species/lachnoanaerobaculum-umeaense	0	"""Lachnoanaerobaculum+umeaense"""	0	z		
Lactobacillus	acidophilus	_529	Named	Named	751.0	529_8203	AB008203	1	1	1	0	species/lactobacillus-acidophilus	0	"""Lactobacillus+acidophilus"""	0	z		
Lactobacillus	brevis	_558	Named	Named	733.0	558_0328	AF090328	1	1	1	0	species/lactobacillus-brevis	0	"""Lactobacillus+brevis"""	0	z		
Lactobacillus	buchneri	_881	Named	Named	731.0	881_5055	AB205055	1	1	1	0	species/lactobacillus-buchneri	0	"""Lactobacillus+buchneri"""	0	z		
Lactobacillus	casei	_568	Named	Named	744.0	568_6552	D16552	1	1	1	0	species/lactobacillus-casei	0	"""Lactobacillus+casei"""	0	z		
Lactobacillus	coleohominis	_816	Named	Named	740.0	816_3776	AM113776	1	1	1	0	species/lactobacillus-coleohominis	0	"""Lactobacillus+coleohominis"""	0	z		
Lactobacillus	crispatus	_817	Named	Named	750.0	817_7362	Y17362	1	1	1	0	species/lactobacillus-crispatus	0	"""Lactobacillus+crispatus"""	0	z		
Lactobacillus	fermentum	_608	Named	Named	743.0	608_8819	M58819	1	1	1	0	species/lactobacillus-fermentum	0	"""Lactobacillus+fermentum"""	0	z		
Lactobacillus	gasseri	_615	Named	Named	753.0	615_8820	M58820	1	1	1	0	species/lactobacillus-gasseri	0	"""Lactobacillus+gasseri"""	0	z		
Lactobacillus	iners	_838	Named	Named	755.0	838_6329	Y16329	1	1	1	0	species/lactobacillus-iners	0	"""Lactobacillus+iners"""	0	z		
Lactobacillus	jensenii	_839	Named	Named	752.0	839_3159	AF243159	1	1	1	0	species/lactobacillus-jensenii	0	"""Lactobacillus+jensenii"""	0	z		
Lactobacillus	johnsonii	_819	Named	Named	754.0	819_2515	AJ002515	1	1	1	0	species/lactobacillus-johnsonii	0	"""Lactobacillus+johnsonii"""	0	z		
Lactobacillus	kisonensis	_424	Named	Named	730.0	424_8620	AY278620	1	1	1	0	species/lactobacillus-kisonensis	0	"""Lactobacillus+kisonensis"""	0	z		
Lactobacillus	oris	_709	Named	Named	737.0	709F0423	HM596285	1	1	1	0	species/lactobacillus-oris	0	"""Lactobacillus+oris"""	0	z		
Lactobacillus	panis	_882	Named	Named	736.0	882_4230	X94230	1	1	1	0	species/lactobacillus-panis	0	"""Lactobacillus+panis"""	0	z		
Lactobacillus	paracasei	_716	Named	Named	746.0	716_9212	D79212	1	1	1	0	species/lactobacillus-paracasei	0	"""Lactobacillus+paracasei"""	0	z		
Lactobacillus	parafarraginis	_418	Named	Named	732.0	418_8619	AY278619	1	1	1	0	species/lactobacillus-parafarraginis	0	"""Lactobacillus+parafarraginis"""	0	z		
Lactobacillus	pentosus	_883	Named	Named	735.0	883_9211	D79211	1	1	1	0	species/lactobacillus-pentosus	0	"""Lactobacillus+pentosus"""	0	z		
Lactobacillus	plantarum	_861	Named	Named	734.0	861_9598	EU559598	1	1	1	0	species/lactobacillus-plantarum	0	"""Lactobacillus+plantarum"""	0	z		
Lactobacillus	rapi	_884	Named	Named	729.0	884_1659	NR_041659	1	1	1	0	species/lactobacillus-rapi	0	"""Lactobacillus+rapi"""	0	z		
Lactobacillus	reuteri clade 818	_818	Named	Named	741.0	818_3507	L23507	1	1	1	0	species/lactobacillus-reuteri	1	"""Lactobacillus+reuteri"""	1	z		
Lactobacillus	reuteri clade 938	_938	Named	Named	742.0	938_0337	KC700337	1	1	1	1	species/lactobacillus-reuteri	1	"""Lactobacillus+reuteri"""	1	z		
Lactobacillus	rhamnosus	_749	Named	Named	745.0	749_3146	AF243146	1	1	1	0	species/lactobacillus-rhamnosus	0	"""Lactobacillus+rhamnosus"""	0	z		
Lactobacillus	salivarius	_756	Named	Named	747.0	756_9108	AF089108	1	1	1	0	species/lactobacillus-salivarius	0	"""Lactobacillus+salivarius"""	0	z		
Lactobacillus	ultunensis	_461	Named	Named	749.0	461HT070	AY349383	1	1	1	0	species/lactobacillus-ultunensis	0	"""Lactobacillus+ultunensis"""	0	z		
Lactobacillus	vaginalis	_051	Named	Named	738.0	051DoxG3	GQ422709	1	1	1	0	species/lactobacillus-vaginalis	0	"""Lactobacillus+vaginalis"""	0	z		
Lactococcus	lactis	_804	Named	Named	714.0	804_8837	M58837	1	1	1	0	species/lactococcus-lactis	0	"""Lactococcus+lactis"""	0	z		
Lautropia	mirabilis	_022	Named	Named	126.0	022AP009	AY005030	1	1	1	0	species/lautropia-mirabilis	0	"""Lautropia+mirabilis"""	0	z		
Lawsonella	clevelandensis	_173	Named	Named	891.0	173N105B	JX877776	1	1	1	0	species/lawsonella-clevelandensis	0	"""Lawsonella+clevelandensis"""	0	z		
Leptotrichia	buccalis	_563	Named	Named	445.0	563_7788	L37788	1	1	1	0	species/leptotrichia-buccalis	0	"""Leptotrichia+buccalis"""	0	z		
Leptotrichia	goodfellowii	_845	Named	Named	460.0	845F0264	FJ577259	1	1	1	0	species/leptotrichia-goodfellowii	0	"""Leptotrichia+goodfellowii"""	0	z		
Leptotrichia	hofstadii	_224	Named	Named	441.0	224_7813	AF287813	1	1	1	0	species/leptotrichia-hofstadii	0	"""Leptotrichia+hofstadii"""	0	z		
Leptotrichia	hongkongensis	_213	Named	Named	449.0	213DA069	AF287811	1	1	1	1	species/leptotrichia-hongkongensis	0	"""Leptotrichia+hongkongensis"""	0	z		
Leptotrichia	shahii	_214	Named	Named	439.0	214DE081	AF366268	1	1	1	0	species/leptotrichia-shahii	0	"""Leptotrichia+shahii"""	0	z		
Leptotrichia	wadei	_222	Named	Named	446.0	222F0279	tbd	1	1	1	0	species/leptotrichia-wadei	0	"""Leptotrichia+wadei"""	0	z		
Listeria	monocytogenes	_825	Named	Named	766.0	825_0894	EU090894	1	1	1	0	species/listeria-monocytogenes	0	"""Listeria+monocytogenes"""	0	z		
Lysinibacillus	fusiformis	_614	Named	Named	762.0	614_2628	NR_112628	1	1	1	0	species/lysinibacillus-fusiformis	0	"""Lysinibacillus+fusiformis"""	0	z		
Megasphaera	micronuciformis	_122	Named	Named	641.0	122BU057	AF385566	1	1	1	0	species/megasphaera-micronuciformis	0	"""Megasphaera+micronuciformis"""	0	z		
Mesorhizobium	loti	_659	Named	Named	136.0	659_0166	U50166	1	1	1	0	species/mesorhizobium-loti	0	"""Mesorhizobium+loti"""	0	z		
Micavibrio	aeruginosavorus	_330	Named	Named	155.0	330N137A	DQ186612	1	1	1	0	species/micavibrio-aeruginosavorus	0	"""Micavibrio+aeruginosavorus"""	0	z		
Microbacterium	flavescens	_186	Named	Named	909.0	186C24KA	AF287752	1	1	1	0	species/microbacterium-flavescens	0	"""Microbacterium+flavescens"""	0	z		
Microbacterium	ginsengisoli	_185	Named	Named	908.0	185AV005	AF385527	1	1	1	0	species/microbacterium-ginsengisoli	0	"""Microbacterium+ginsengisoli"""	0	z		
Micrococcus	luteus	_087	Named	Named	923.0	087N061A	NR_075062	1	1	1	0	species/micrococcus-luteus	0	"""Micrococcus+luteus"""	0	z		
Mitsuokella	multacida	_684	Named	Named	662.0	684_1878	X81878	1	1	1	0	species/mitsuokella-multacida	0	"""Mitsuokella+multacida"""	0	z		
Mobiluncus	mulieris	_830	Named	Named	850.0	830_7625	AJ427625	1	1	1	0	species/mobiluncus-mulieris	0	"""Mobiluncus+mulieris"""	0	z		
Mogibacterium	diversum	_593	Named	Named	507.0	593_7874	AB037874	1	1	1	1	species/mogibacterium-diversum	0	"""Mogibacterium+diversum"""	0	z		
Mogibacterium	neglectum	_691	Named	Named	509.0	691_7875	AB037875	1	1	1	1	species/mogibacterium-neglectum	0	"""Mogibacterium+neglectum"""	0	z		
Mogibacterium	pumilum	_742	Named	Named	510.0	742_1701	AB021701	1	1	1	0	species/mogibacterium-pumilum	0	"""Mogibacterium+pumilum"""	0	z		
Mogibacterium	timidum	_042	Named	Named	511.0	042W9173	tbd	1	1	1	0	species/mogibacterium-timidum	0	"""Mogibacterium+timidum"""	0	z		
Mogibacterium	vescum	_008	Named	Named	508.0	008_1702	AB021702	1	1	1	1	species/mogibacterium-vescum	0	"""Mogibacterium+vescum"""	0	z		
Moraxella	catarrhalis	_833	Named	Named	53.0	833_0876	U10876	1	1	1	0	species/moraxella-catarrhalis	0	"""Moraxella+catarrhalis"""	0	z		
Moraxella	lincolnii	_154	Named	Named	47.0	154N099A	NR_117693	1	1	1	0	species/moraxella-lincolnii	0	"""Moraxella+lincolnii"""	0	z		
Moraxella	nonliquefaciens	_098	Named	Named	51.0	098N062A	NR_104938	1	1	1	0	species/moraxella-nonliquefaciens	0	"""Moraxella+nonliquefaciens"""	0	z		
Moraxella	osloensis	_711	Named	Named	55.0	711_5304	X95304	1	1	1	0	species/moraxella-osloensis	0	"""Moraxella+osloensis"""	0	z		
Mycobacterium	leprae	_823	Named	Named	894.0	823_2782	NR_102782	1	1	1	0	species/mycobacterium-leprae	0	"""Mycobacterium+leprae"""	0	z		
Mycobacterium	neoaurum	_692	Named	Named	896.0	692_9564	M29564	1	1	1	0	species/mycobacterium-neoaurum	0	"""Mycobacterium+neoaurum"""	0	z		
Mycobacterium	tuberculosis	_822	Named	Named	895.0	822_2917	X52917	1	1	1	0	species/mycobacterium-tuberculosis	0	"""Mycobacterium+tuberculosis"""	0	z		
Mycoplasma	buccale	_561	Named	Named	791.0	561_5586	AF125586	1	1	1	1	species/mycoplasma-buccale	0	"""Mycoplasma+buccale"""	0	z		
Mycoplasma	faucium	_606	Named	Named	789.0	606_5590	AF125590	1	1	1	0	species/mycoplasma-faucium	0	"""Mycoplasma+faucium"""	0	z		
Mycoplasma	fermentans	_607	Named	Named	794.0	607_2937	NR_102937	1	1	1	0	species/mycoplasma-fermentans	0	"""Mycoplasma+fermentans"""	0	z		
Mycoplasma	genitalium	_616	Named	Named	796.0	616_7334	X77334	1	1	1	0	species/mycoplasma-genitalium	0	"""Mycoplasma+genitalium"""	0	z		
Mycoplasma	hominis	_632	Named	Named	792.0	632_2265	AJ002265	1	1	1	0	species/mycoplasma-hominis	0	"""Mycoplasma+hominis"""	0	z		
Mycoplasma	lipophilum	_656	Named	Named	793.0	656_4581	M24581	1	1	1	1	species/mycoplasma-lipophilum	0	"""Mycoplasma+lipophilum"""	0	z		
Mycoplasma	orale	_704	Named	Named	788.0	704_6060	AY796060	1	1	1	0	species/mycoplasma-orale	0	"""Mycoplasma+orale"""	0	z		
Mycoplasma	pneumoniae	_732	Named	Named	795.0	732_9061	M29061	1	1	1	0	species/mycoplasma-pneumoniae	0	"""Mycoplasma+pneumoniae"""	0	z		
Mycoplasma	salivarium	_754	Named	Named	790.0	754_5583	AF125583	1	1	1	0	species/mycoplasma-salivarium	0	"""Mycoplasma+salivarium"""	0	z		
Neisseria	bacilliformis	_013	Named	Named	86.0	013AK105	AY005029	1	1	1	0	species/neisseria-bacilliformis	0	"""Neisseria+bacilliformis"""	0	z		
Neisseria	cinerea	_956	Named	Named	81.0	956_1687	NR_121687	1	1	1	0	species/neisseria-cinerea	0	"""Neisseria+cinerea"""	0	z		
Neisseria	elongata	_598	Named	Named	101.0	598_6171	L06171	1	1	1	0	species/neisseria-elongata	0	"""Neisseria+elongata"""	0	z		
Neisseria	flava	_609	Named	Named	74.0	609_9301	AJ239301	1	1	1	1	species/neisseria-flava	0	"""Neisseria+flava"""	0	z		
Neisseria	flavescens	_610	Named	Named	82.0	610_1998	EF511998	1	1	1	0	species/neisseria-flavescens	0	"""Neisseria+flavescens"""	0	z		
Neisseria	gonorrhoeae	_621	Named	Named	78.0	621_7714	X07714	1	1	1	0	species/neisseria-gonorrhoeae	0	"""Neisseria+gonorrhoeae"""	0	z		
Neisseria	lactamica	_649	Named	Named	99.0	649_9286	AJ239286	1	1	1	0	species/neisseria-lactamica	0	"""Neisseria+lactamica"""	0	z		
Neisseria	macacae	_099	Named	Named	76.0	099N064A	NR_117701	1	1	1	0	species/neisseria-macacae	0	"""Neisseria+macacae"""	0	z		
Neisseria	meningitidis	_669	Named	Named	80.0	669_2273	AF382273	1	1	1	0	species/neisseria-meningitidis	0	"""Neisseria+meningitidis"""	0	z		
Neisseria	mucosa	_682	Named	Named	77.0	682_9282	AJ239282	1	1	1	0	species/neisseria-mucosa	0	"""Neisseria+mucosa"""	0	z		
Neisseria	oralis	_014	Named	Named	98.0	014F0314	tbd	1	1	1	0	species/neisseria-oralis	0	"""Neisseria+oralis"""	0	z		
Neisseria	perflava	_101	Named	Named	83.0	101N065A	NR_117694	1	1	1	1	species/neisseria-perflava	0	"""Neisseria+perflava"""	0	z		
Neisseria	polysaccharea	_737	Named	Named	79.0	737_6167	L06167	1	1	1	0	species/neisseria-polysaccharea	0	"""Neisseria+polysaccharea"""	0	z		
Neisseria	sicca	_764	Named	Named	75.0	764_9292	AJ239292	1	1	1	0	species/neisseria-sicca	0	"""Neisseria+sicca"""	0	z		
Neisseria	subflava	_476	Named	Named	84.0	476_9291	AJ239291	1	1	1	0	species/neisseria-subflava	0	"""Neisseria+subflava"""	0	z		
Neisseria	weaveri	_092	Named	Named	85.0	092_0738	L10738	1	1	1	0	species/neisseria-weaveri	0	"""Neisseria+weaveri"""	0	z		
Novosphingobium	panipatense	_342	Named	Named	154.0	342N143A	NR_044210	1	1	1	0	species/novosphingobium-panipatense	0	"""Novosphingobium+panipatense"""	0	z		
Ochrobactrum	anthropi	_544	Named	Named	139.0	544_4398	AM114398	1	1	1	0	species/ochrobactrum-anthropi	0	"""Ochrobactrum+anthropi"""	0	z		
Olsenella	profusa	_806	Named	Named	928.0	806_2374	AF292374	1	1	1	0	species/olsenella-profusa	0	"""Olsenella+profusa"""	0	z		
Olsenella	uli	_038	Named	Named	930.0	038_2373	AF292373	1	1	1	0	species/olsenella-uli	0	"""Olsenella+uli"""	0	z		
Oribacterium	asaccharolyticum	_108	Named	Named	481.0	108_5571	NR_125571	1	1	1	0	species/oribacterium-asaccharolyticum	0	"""Oribacterium+asaccharolyticum"""	0	z		
Oribacterium	parvum	_934	Named	Named	479.0	934_5570	NR_125570	1	1	1	0	species/oribacterium-parvum	0	"""Oribacterium+parvum"""	0	z		
Oribacterium	sinus	_457	Named	Named	482.0	457F0268	FJ577261	1	1	1	0	species/oribacterium-sinus	0	"""Oribacterium+sinus"""	0	z		
Paenibacillus	glucanolyticus	_921	Named	Named	759.0	921-Wade	tbd	1	1	1	0	species/paenibacillus-glucanolyticus	0	"""Paenibacillus+glucanolyticus"""	0	z		
Paenibacillus	phoenicis	_786	Named	Named	760.0	786F0064	GQ422747	1	1	1	0	species/paenibacillus-phoenicis	0	"""Paenibacillus+phoenicis"""	0	z		
Paracoccus	yeei	_104	Named	Named	142.0	104N072A	NR_029038	1	1	1	0	species/paracoccus-yeei	0	"""Paracoccus+yeei"""	0	z		
Parascardovia	denticolens	_586	Named	Named	954.0	586_9331	D89331	1	1	1	0	species/parascardovia-denticolens	0	"""Parascardovia+denticolens"""	0	z		
Parvimonas	micra	_111	Named	Named	564.0	111BS044	AF385559	1	1	1	0	species/parvimonas-micra	0	"""Parvimonas+micra"""	0	z		
Peptidiphaga	gingivicola	_848	Named	Named	852.0	848F0332	GQ131416	1	1	1	0	species/peptidiphaga-gingivicola	0	"""Peptidiphaga+gingivicola"""	0	z		
Peptoanaerobacter	yurii subsp. schtitka	_106	Named	Named	546.0	106A03MT	AF287765	1	1	1	1	subspecies/eubacterium-yurii-schtitka	1	"""Peptoanaerobacter+yurii"""	1	z		
Peptoanaerobacter	yurii subsp. yurii	_377	Named	Named	543.0	377_4629	L34629	1	1	1	0	subspecies/eubacterium-yurii-yurii	1	"""Peptoanaerobacter+yurii"""	1	z		
Peptoniphilus	asaccharolyticus	_548	Named	Named	555.0	548_3382	NR_113382	1	1	1	1	species/peptoniphilus-asaccharolyticus	0	"""Peptoniphilus+asaccharolyticus"""	0	z		
Peptoniphilus	harei	_109	Named	Named	551.0	109N074A	NR_026358	1	1	1	0	species/peptoniphilus-harei	0	"""Peptoniphilus+harei"""	0	z		
Peptoniphilus	indolicus	_840	Named	Named	550.0	840_4147	D14147	1	1	1	0	species/peptoniphilus-indolicus	0	"""Peptoniphilus+indolicus"""	0	z		
Peptoniphilus	lacrimalis	_836	Named	Named	553.0	836F0141	GQ422750	1	1	1	0	species/peptoniphilus-lacrimalis	0	"""Peptoniphilus+lacrimalis"""	0	z		
Peptostreptococcaceae [G-1] [Eubacterium]	infirmum	_105	Named	Named	513.0	105_3039	U13039	1	1	1	0	species/eubacterium-infirmum	1	"""Eubacterium+infirmum"""	1	z		
Peptostreptococcaceae [G-1] [Eubacterium]	sulci	_467	Named	Named	514.0	467_6963	AJ006963	1	1	1	0	species/eubacterium-sulci	1	"""Eubacterium+sulci"""	1	z		
Peptostreptococcaceae [G-5] [Eubacterium]	saphenum	_759	Named	Named	524.0	759_5987	U65987	1	1	1	0	species/eubacterium-saphenum	1	"""Eubacterium+saphenum"""	1	z		
Peptostreptococcaceae [G-6] [Eubacterium]	minutum	_673	Named	Named	516.0	673_3037	U13037	1	1	1	0	species/eubacterium-minutum	1	"""Eubacterium+minutum"""	1	z		
Peptostreptococcaceae [G-6] [Eubacterium]	nodatum	_694	Named	Named	517.0	694_6274	Z36274	1	1	1	0	species/eubacterium-nodatum	1	"""Eubacterium+nodatum"""	1	z		
Peptostreptococcaceae [G-9] [Eubacterium]	brachy	_557	Named	Named	525.0	557_3038	U13038	1	1	1	0	species/eubacterium-brachy	1	"""Eubacterium+brachy"""	1	z		
Peptostreptococcus	anaerobius	_542	Named	Named	528.0	542_6462	AY326462	1	1	1	0	species/peptostreptococcus-anaerobius	0	"""Peptostreptococcus+anaerobius"""	0	z		
Peptostreptococcus	stomatis	_112	Named	Named	526.0	112CK035	AF287763	1	1	1	0	species/peptostreptococcus-stomatis	0	"""Peptostreptococcus+stomatis"""	0	z		
Porphyrobacter	tepidarius	_007	Named	Named	150.0	007_3452	AJ223452	1	1	1	0	species/porphyrobacter-tepidarius	0	"""Porphyrobacter+tepidarius"""	0	z		
Porphyromonas	asaccharolytica	_547	Named	Named	271.0	547_6490	L16490	1	1	1	0	species/porphyromonas-asaccharolytica	0	"""Porphyromonas+asaccharolytica"""	0	z		
Porphyromonas	catoniae	_283	Named	Named	250.0	283DS033	AF366271	1	1	1	0	species/porphyromonas-catoniae	0	"""Porphyromonas+catoniae"""	0	z		
Porphyromonas	endodontalis	_273	Named	Named	266.0	273AJ002	AY005067	1	1	1	0	species/porphyromonas-endodontalis	0	"""Porphyromonas+endodontalis"""	0	z		
Porphyromonas	gingivalis	_619	Named	Named	263.0	619_3964	X73964	1	1	1	0	species/porphyromonas-gingivalis	0	"""Porphyromonas+gingivalis"""	0	z		
Porphyromonas	pasteri	_279	Named	Named	256.0	279CW034	AY008310	1	1	1	0	species/porphyromonas-pasteri	0	"""Porphyromonas+pasteri"""	0	z		
Porphyromonas	uenonis	_785	Named	Named	269.0	785F0120	GQ422746	1	1	1	0	species/porphyromonas-uenonis	0	"""Porphyromonas+uenonis"""	0	z		
Prevotella	aurantiaca	_943	Named	Named	194.0	943_2878	NR_112878	1	1	1	0	species/prevotella-aurantiaca	0	"""Prevotella+aurantiaca"""	0	z		
Prevotella	baroniae	_553	Named	Named	241.0	553_2605	AJ012605	1	1	1	0	species/prevotella-baroniae	0	"""Prevotella+baroniae"""	0	z		
Prevotella	bivia	_556	Named	Named	244.0	556_6475	L16475	1	1	1	0	species/prevotella-bivia	0	"""Prevotella+bivia"""	0	z		
Prevotella	buccae	_560	Named	Named	240.0	560_6478	L16478	1	1	1	0	species/prevotella-buccae	0	"""Prevotella+buccae"""	0	z		
Prevotella	buccalis	_562	Named	Named	246.0	562_6476	L16476	1	1	1	0	species/prevotella-buccalis	0	"""Prevotella+buccalis"""	0	z		
Prevotella	dentalis	_583	Named	Named	239.0	583_1876	X81876	1	1	1	0	species/prevotella-dentalis	0	"""Prevotella+dentalis"""	0	z		
Prevotella	denticola	_291	Named	Named	188.0	291AH005	AY005053	1	1	1	0	species/prevotella-denticola	0	"""Prevotella+denticola"""	0	z		
Prevotella	enoeca	_600	Named	Named	234.0	600_5635	AJ005635	1	1	1	0	species/prevotella-enoeca	0	"""Prevotella+enoeca"""	0	z		
Prevotella	fusca	_782	Named	Named	186.0	782F0012	GQ422745	1	1	1	0	species/prevotella-fusca	0	"""Prevotella+fusca"""	0	z		
Prevotella	histicola	_298	Named	Named	183.0	298BE073	AF385551	1	1	1	0	species/prevotella-histicola	0	"""Prevotella+histicola"""	0	z		
Prevotella	intermedia	_643	Named	Named	192.0	643_2907	NR_102907	1	1	1	0	species/prevotella-intermedia	0	"""Prevotella+intermedia"""	0	z		
Prevotella	loescheii	_658	Named	Named	221.0	658_6481	L16481	1	1	1	0	species/prevotella-loescheii	0	"""Prevotella+loescheii"""	0	z		
Prevotella	maculosa	_289	Named	Named	201.0	289AA016	AY005058	1	1	1	0	species/prevotella-maculosa	0	"""Prevotella+maculosa"""	0	z		
Prevotella	marshii	_665	Named	Named	229.0	665_1227	AF481227	1	1	1	0	species/prevotella-marshii	0	"""Prevotella+marshii"""	0	z		
Prevotella	melaninogenica	_469	Named	Named	178.0	469_3525	AY323525	1	1	1	0	species/prevotella-melaninogenica	0	"""Prevotella+melaninogenica"""	0	z		
Prevotella	micans	_378	Named	Named	249.0	378_1228	AF481228	1	1	1	0	species/prevotella-micans	0	"""Prevotella+micans"""	0	z		
Prevotella	multiformis	_685	Named	Named	191.0	685_2483	AB182483	1	1	1	0	species/prevotella-multiformis	0	"""Prevotella+multiformis"""	0	z		
Prevotella	multisaccharivorax	_794	Named	Named	218.0	794_0414	AB200414	1	1	1	0	species/prevotella-multisaccharivorax	0	"""Prevotella+multisaccharivorax"""	0	z		
